ident,type,name,municipality,iata_code
MP24,small_airport,Chame Airport,Chame District,
MP26,small_airport,Punta Cocos Airport,Punta Cocos,
MP27,small_airport,Deborah Airport,Guabito,
MPBO,medium_airport,Bocas Del Toro International Airport,Isla ColÃ³n,BOC
MPCE,medium_airport,Alonso Valderrama Airport,ChitrÃ©,CTD
MPCH,medium_airport,Cap Manuel NiÃ±o International Airport,Changuinola,CHX
MPDA,medium_airport,Enrique Malek International Airport,David,DAV
MPEJ,medium_airport,Enrique Adolfo Jimenez Airport,ColÃ³n,ONX
MPFS,small_airport,Fort Sherman Airport,Fort Sherman,
MPG,small_airport,Makini Airport,Makini,MPG
MPHO,small_airport,Panama Pacific International Airport,PanamÃ¡ City,BLB
MPI,small_airport,Mamitupo Airport,Mamitupo,MPI
MPJE,small_airport,JaquÃ© Airport,JaquÃ©,JQE
MPMG,medium_airport,Marcos A. Gelabert International Airport,Albrook,PAC
MPNU,small_airport,Augusto Vergara Airport,Los Santos,
MPOA,small_airport,Puerto Obaldia Airport,Puerto Obaldia,PUE
MPRH,small_airport,Scarlett Martinez International Airport,RÃ­o Hato,RIH
MPSA,medium_airport,Ruben Cantu Airport,Santiago,SYP
MPTO,large_airport,Tocumen International Airport,Tocumen,PTY
MPU,small_airport,Mapua(Mabua) Airport,Tatau Island,MPU
MPVR,small_airport,El Porvenir Airport,El Porvenir,PVE
MPWN,small_airport,San Blas Airport,Wannukandi,NBL
MPX,small_airport,Miyanmin Airport,Miyanmin,MPX
MPZL,small_airport,Finca 32 Airport,La Dalia,
MQO,small_airport,Malam Airport,Malam,MQO
MRAD,small_airport,Aerodamas Airport,Quepos,
MRAG,small_airport,Altagracia Airport,AltaGracia Resort,
MRAJ,small_airport,Aranjuez Airport,Miramar,
MRAL,small_airport,Altomonte Airport,Trinidad,
MRAM,small_airport,Amubri Airport,Amubri,
MRAN,small_airport,Arenal Airport,La Fortuna/San Carlos,FON
MRAO,medium_airport,Aerotortuguero Airport,Roxana,TTQ
MRAR,small_airport,Atirro Airport,Turrialba,
MRAT,small_airport,Altamira de San Carlos Airport,San Carlos,
MRBA,medium_airport,Buenos Aires Airport,Punta Arenas,BAI
MRBB,small_airport,Babilonia Airport,Siquirres,
MRBC,medium_airport,Barra del Colorado Airport,Pococi,BCL
MRBM,small_airport,Bremen Airport,Guacimo,
MRBN,small_airport,Bataan (Monte Libano) Airport,LimÃ³n,
MRBO,small_airport,Boca Naranjo Airport,Quepos,
MRBP,small_airport,Barra de Parismina Airport,Pococi,
MRBT,small_airport,Barra del Tortuguero,Tortuguero,
MRCA,small_airport,Codela Airport,Guapiles,
MRCC,medium_airport,Coto 47 Airport,Corredores,OTR
MRCE,small_airport,Carate Airport,Golfito,
MRCH,small_airport,Chacarita Airport,Puntarenas,JAP
MRCI,small_airport,Ciruelas Airport,Bagaces,
MRCJ,small_airport,Cajuela/San Isidro Airport,San Isidro,
MRCL,small_airport,Coyolar Airport,Liberia,
MRCO,small_airport,El Cerrito Airport,Filadelfia,
MRCR,small_airport,Playa Samara/Carrillo Airport,Carrillo,PLD
MRCV,small_airport,Cabo Velas Airport,Nicoya,
MRCZ,small_airport,Carrizal Airport,Carrizal,
MRDC,small_airport,Duacari 2 Airport,Guapiles,
MRDD,small_airport,Don Diego Airport,LimÃ³n,
MRDK,small_airport,Drake Bay Airport,Puntarenas,DRK
MRDM,small_airport,Dos MarÃ­as Airport,Chorotega,
MRDO,small_airport,Dieciocho Airport,Puntarenas,
MREC,small_airport,El Carmen de Siquirres Airport,Siquirres,
MRED,small_airport,El Descanso de Poco Sol Airport,San Carlos,
MREO,small_airport,El Ceibo Airport,TicabÃ¡n,
MRER,small_airport,El Ron Ron Airport,Ron Ron,
MRET,small_airport,Esterillos / Finca Airport,Parrita,
MRFD,small_airport,Finca Delicias Airport,Puerto CortÃ©s,
MRFI,small_airport,Finca 10 / Nuevo Palmar Sur Airport,Puntarenas,
MRFL,small_airport,Flamingo Airport,Brasilito,FMG
MRFP,small_airport,Frutez - Pital Airport,San Carlos,
MRFS,small_airport,Finca 63 (Coto 63) Airport,Puntarenas,
MRGA,small_airport,Garza Airport,Garza,
MRGF,medium_airport,Golfito Airport,Golfito,GLF
MRGP,medium_airport,Guapiles Airport,Pococi,GPL
MRGT,small_airport,Guatuso Airport,Alajuela,
MRHG,small_airport,Hacienda Rancho Grande Airport,Sarapiqui,
MRHH,small_airport,Hacienda Homuha Airport,San Carlos,
MRHO,small_airport,Hacienda Rio Cuarto Airport,Sarapiqui,
MRHP,small_airport,Hacienda La PacÃ­fica Airport,CaÃ±as,
MRHS,small_airport,Hacienda La Suerte Airport,Pococi,
MRIA,small_airport,Islita Airport,Nandayure,PBP
MRIS,small_airport,Las Islas Airport,San Carlos,
MRJO,small_airport,Jaco Airport,Jaco,
MRLA,small_airport,La ZampoÃ±a Airport,Guanacaste,
MRLB,large_airport,Daniel Oduber Quiros International Airport,Liberia,LIR
MRLC,medium_airport,Los Chiles Airport,Los Chiles,LSL
MRLE,small_airport,Laurel Airport,Puntarenas,
MRLF,small_airport,La Flor Airport,Liberia,
MRLG,small_airport,La Garroba Airport,Upala,
MRLI,small_airport,La Ligia Airport,Parrita,
MRLL,small_airport,Las Lomas Airport,Siquirres,
MRLM,medium_airport,Limon International Airport,Puerto Limon,LIO
MRLN,small_airport,La Guinea Airport,Nicoya,
MRLP,small_airport,Las Piedras Airport,CaÃ±as,
MRLT,small_airport,Las Trancas Airport,Las Trancas,
MRLV,small_airport,La Cueva Airport,Liberia,
MRLY,small_airport,La Yolanda Airport,Parrita,
MRLZ,small_airport,La Zopilota Airport,Guanacaste,
MRMA,small_airport,Monte Alto Airport,Abangares,
MRMC,small_airport,Murcielago Airport,La Cruz,
MRMJ,small_airport,Mojica Airport,CaÃ±as,CSC
MRNC,small_airport,Guanacaste Airport,Nicoya/Guanacate,NCT
MRNI,small_airport,La Bonita Airport,San Isidro,
MRNS,medium_airport,Nosara Airport,Nicoya,NOB
MROC,medium_airport,Juan Santamaria International Airport,San Jose,SJO
MRPA,small_airport,Palo Arco Airport,Nandayure,
MRPD,small_airport,Pandora Airport,LimÃ³n,
MRPJ,medium_airport,Puerto Jimenez Airport,Puerto Jimenez,PJM
MRPK,small_airport,Papa Kilo Airport,Uvita,
MRPL,small_airport,PortalÃ³n Airport,PortalÃ³n,
MRPM,medium_airport,Palmar Sur Airport,Palmar Sur,PMZ
MRPN,small_airport,Pelon Nuevo Airport,Liberia,
MRPO,small_airport,Punta Banco Airport,Puntarenas,
MRPP,small_airport,Playa PÃ¡jaros Airport,Paquera,
MRPS,small_airport,PeÃ±as Blancas Airport,Santa Cruz,
MRPT,small_airport,Agropecuaria Playa Caletas Airport,Nicoya/Guanacate,
MRPV,medium_airport,Tobias Bolanos International Airport,San Jose,SYQ
MRPY,small_airport,Playa Ballena Airport,Puntarenas,
MRQA,small_airport,Quebrada Azul Airport,Florencia,
MRQP,medium_airport,Quepos Managua Airport,Quepos,XQP
MRRF,small_airport,Rio Frio / Progreso Airport,Rio Frio / Progreso,RFR
MRRH,small_airport,Rancho Humo Airport,Santa Cruz,
MRRN,small_airport,Rancho Nuevo Airport,Puntarenas,
MRRX,small_airport,Roxana Farms Airport,LimÃ³n,
MRSA,small_airport,San Alberto Airport,LimÃ³n,
MRSB,small_airport,San Cristobal Airport,San Carlos,
MRSC,small_airport,Santa Cruz Airport,Santa Cruz,
MRSF,small_airport,Santa Fe Airport,PÃ©rez ZeledÃ³n,
MRSG,small_airport,Santa Clara De Guapiles Airport,LimÃ³n,
MRSH,small_airport,Shiroles Airport,Talamanca,
MRSI,small_airport,San Isidro del General Airport,PÃ©rez ZeledÃ³n,IPZ
MRSL,small_airport,Salama Airport,Salama,
MRSM,small_airport,Santa Marta Airport,Orotina,
MRSN,small_airport,Sirena Aerodrome,PenÃ­nsula de Osa,
MRSO,small_airport,Santa Maria De Guacimo Airport,Guapiles,
MRSP,small_airport,San Pedro Airport,San Pedro,
MRSQ,small_airport,Sarapigui Airport,San Carlos,
MRST,small_airport,San Agustin Airport,Puntarenas,
MRSV,medium_airport,San Vito De Java Airport,Coto Brus,TOO
MRSX,small_airport,Sixaola Airport,Sixaola,
MRT,small_airport,Moroak Airport,Moroak,MRT
MRTB,small_airport,Ticaban Airport,Pococi,
MRTG,small_airport,Taboga Airport,CaÃ±as,
MRTL,small_airport,Talolinga Airport,Nicoya,
MRTM,small_airport,Tamarindo Airport,Tamarindo,TNO
MRTR,small_airport,Tambor Airport,Nicoya,TMU
MRUP,medium_airport,Upala Airport,Upala,UPL
MRYT,small_airport,Yucatica Airport,Guacimo,
MRZP,small_airport,Zapotal De Guanacaste Airport,Zapotal,
MS00,small_airport,Double O Ranch Airport,Olive Branch,
MS03,small_airport,Christmas Airport,Shelby,
MS06,small_airport,Linwood Airport,Linwood,
MS08,small_airport,Harrell Field,Pisgah,
MS09,small_airport,Glidwell Flying Service Airport,Alligator,
MS10,small_airport,Turner Field,Belzoni,
MS11,small_airport,Mohr Farm Airport,Brandon,
MS13,small_airport,Eifling Farms Airport,Glen Allan,
MS14,small_airport,John Farese Airpark,Ashland,
MS15,small_airport,Country Club Airport,Greenville,
MS18,small_airport,Dilworth Airport,Corinth,
MS20,small_airport,Newell Flying Service Airport,Inverness,
MS21,small_airport,Lester Field,Inverness,
MS22,small_airport,Murphey Flying Service Airport,Itta Bena,
MS23,small_airport,Forest Home Airport,Woodville,
MS24,small_airport,Joe Sanford Field,Edwards,
MS25,small_airport,Huntley Airport,Leland,
MS26,small_airport,Cedar Creek Air Ranch Airport,Lucedale,
MS27,small_airport,Aerohead Airport,Hurley,
MS28,small_airport,Alcorn State University Airport,Lorman,
MS29,small_airport,Pace Airstrip,Canton,
MS30,small_airport,Abide Airpark,Greenville,
MS33,small_airport,Hobbs Airport,Moorhead,
MS34,small_airport,Reality Plantation Airport,Onward,
MS35,small_airport,Wade Airport,Rolling Fork,
MS36,small_airport,Supplejack Airport,Canton,
MS37,small_airport,West Bolivar Flying Service Airport,Benoit,
MS38,small_airport,Flautt Airport,Swan Lake,
MS39,small_airport,Smith County Airport,Taylorsville,
MS40,small_airport,Southland Flying Service Inc. Airport,Tchula,
MS41,small_airport,Flying Y Service Airport,Tutwiler,
MS42,small_airport,Mississippi Petrified Forest Airport,Flora,
MS43,small_airport,Whitaker Airport,Vicksburg,
MS45,small_airport,Dale Landing Strip,Yokena,
MS48,small_airport,George Ford Airport,Picayune,
MS49,small_airport,Mc Gehee Air Park,Liberty,
MS50,small_airport,Clay Airport,Monticello,
MS52,small_airport,Leuth Flying Service Airport,Okolona,
MS53,small_airport,Wolf River Ranch Airport,Poplarville,
MS54,small_airport,Burney Farms Airport,Coffeeville,
MS55,small_airport,Schloss Adlers Airport,Red Banks,
MS57,small_airport,Fred Netterville Lbr Co Wilkinson Commnty Airport,Woodville,
MS58,small_airport,Tullos Field,Florence,
MS59,small_airport,Valley of The Moon Airport,Hermanville,
MS61,small_airport,Simpson Field,Picayune,
MS62,small_airport,Davis Field,Olive Branch,
MS63,small_airport,Rye Field,Smithville,
MS64,small_airport,Vaiden Landing Airport,Hernando,
MS65,small_airport,Delta Flying Service Inc Airport,Walls,
MS66,small_airport,Kennedy Executive Airport,Biloxi,
MS69,small_airport,Falcon Field,Star,
MS70,small_airport,Mc Lain  -Calico Airport,Philadelphia,
MS71,small_airport,Slobovia Outernational Airport,Pocahontas,
MS75,small_airport,Lewis Airport,Glen Allan,
MS76,small_airport,Wade Field,Calhoun City,
MS77,small_airport,Lang Flying Service Airport,Inverness,
MS80,small_airport,Hasting Airpark,Bruce,
MS82,small_airport,Shade Tree Field,Lyman,
MS83,small_airport,Alton Field,Harrisville,
MS85,small_airport,Skelton Airport,Shaw,
MS86,small_airport,Oglesby Farms Inc. Airport,Glen Allan,
MS88,small_airport,Oreck Airport,Poplarville,
MS90,small_airport,Flowood Industrial STOLport,Flowood,
MS92,small_airport,Heigle Field,Mayersville,
MS93,small_airport,Hooper Skylark Field,Mc Neil,
MS95,small_airport,Dorr Field,Merigold,
MS96,small_airport,Barrett Field,Philadelphia,
MS98,small_airport,Farmco Field,Lucedale,
MSAC,small_airport,La Aramuaca Airport,San Miguel,
MSBS,small_airport,Barillas Airport,Barrillas,
MSCD,small_airport,Ceiba Doblada Airport,Ceiba Doblada,
MSCH,small_airport,La Chepona Airport,La Chepona,
MSCM,small_airport,Corral De Mulas Airport,Corral de Mulas,
MSCN,small_airport,Casas Nuevas Airport,Jiquilisco,
MSCR,small_airport,La Carrera Airport,Jiquilisco,
MSES,small_airport,Espiritu Santo Airport,EspÃ­ritu Santo,
MSET,small_airport,El Tamarindo Airport,Canoguero,
MSJC,small_airport,El Jocotillo Airport,El Jocotillo,
MSLC,small_airport,La CabaÃ±a Airport,La CabaÃ±a,
MSLD,small_airport,Los Comandos Airport,San Francisco Gotera,
MSLM,small_airport,Las Mesas Airport,Las Mesas,
MSLP,large_airport,MonseÃ±or Ãscar Arnulfo Romero International Airport,San Salvador (San Luis Talpa),SAL
MSPT,small_airport,El Platanar Airport,Suchitoto,
MSRC,small_airport,El Ronco Airport,MetapÃ¡n,
MSSA,small_airport,El Palmer Airport,Santa Ana,
MSSJ,small_airport,Punta San Juan Airport,Corral de Mulas,
MSSM,small_airport,El Papalon Airport,San Miguel,
MSSN,small_airport,San Ramon Airport,San RamÃ³n,
MSSS,medium_airport,Ilopango International Airport,San Salvador,
MSZT,small_airport,El Zapote Airport,Barra de Santiago,
MT01,small_airport,Owen Bros Airport,Geraldine,
MT02,small_airport,Hellinger Airport,Devon,
MT03,small_airport,Lakeside Airport,Lakeside,
MT04,small_airport,Olfert Airport,Lustre,
MT05,small_airport,Laird Ranch Airport,Ekalaka,
MT06,small_airport,Duncan Airport,Helena,
MT08,small_airport,Zortman Airport,Zortman,
MT09,small_airport,Floyd Ranch Airport,Opheim,
MT14,small_airport,Jerry Creek Airport,Wise River,
MT15,small_airport,Fort Harrison Army Airfield,Helena,
MT18,small_airport,Hoerner Airport,Columbia Falls,
MT19,small_airport,Hoversland Airport,Ronan,
MT20,small_airport,Hollstein Ranch Airport,Wibaux,
MT24,small_airport,Beacon Star Antique Airfield,Moore,
MT26,small_airport,Ranch Strip,Great Falls,
MT29,small_airport,Sunday Creek Airpark,Miles City,
MT30,small_airport,Trapper Creek Strip,Conner,
MT32,small_airport,Ckye Field,Stevensville,
MT33,small_airport,Bair Airport,Ulm,
MT34,small_airport,Ruff Airport,Custer,
MT36,small_airport,Cottontail Ranch Airport,Melville,
MT37,small_airport,Sanders Airport,Kalispell,
MT38,small_airport,Swank Airport,Poplar,
MT39,small_airport,Black Canyon Ranch Airport,Seeley Lake,
MT40,small_airport,Horner Field,Great Falls,
MT41,small_airport,Jefco Skypark Airport,Whitehall,
MT42,small_airport,Hasskamp STOLport,Three Forks,
MT43,small_airport,Klies Air Strip,Basin,
MT45,small_airport,Castleberry Airport,Ekalaka,
MT46,small_airport,Lakeview Airport,Lakeview,
MT47,small_airport,Metzel Creek Airport,Lakeview,
MT48,small_airport,Flying Y Ranch Airport,Livingston,
MT49,small_airport,Ford's South Airport,Lolo,
MT50,small_airport,Lanning Ranch Airport,Alzada,
MT51,small_airport,Zerbe Airport,Frazer,
MT52,small_airport,Nine Mile Airport,Huson,
MT53,small_airport,Carson Field,Kalispell,
MT54,small_airport,Weaver Airport,Kalispell,
MT58,small_airport,Nelson Airport,Haxby / Fort Peck,
MT60,small_airport,Langton Airstrip,Polebridge,
MT65,small_airport,Smithfield Airport,Lewistown,
MT69,small_airport,Littlebear Airport,Thompson Falls,
MT71,small_airport,Edsall Field,Bozeman,
MT72,small_airport,Hedditch Airport,Corvallis,
MT74,small_airport,Sikorski Ranch Airport,Ekalaka,
MT75,small_airport,Buchanan Ranch Airport,Great Falls,
MT76,small_airport,Smith Farms Airport,Great Falls,
MT77,small_airport,Peterson Ranch Airport,Highwood,
MT79,small_airport,Sand Creek Wildlife Station Airport,Roy,
MT80,small_airport,Vine Airport,Wolf Point,
MT81,small_airport,Thompson Field,Belgrade,
MT83,small_airport,Ten Mile Airport,Helena,
MT84,small_airport,Mower Field,Kalispell,
MT85,small_airport,Redfield Ag Strip,Opheim,
MT86,small_airport,Bar E Airport,Helena,
MT87,small_airport,Oglesby Farms Inc Airport,Peerless,
MT88,small_airport,Campbell Ranch Airport,Marion,
MT89,small_airport,Foster Ranches Airport,Livingston,
MT90,small_airport,J B Airport,Wolf Point,
MT93,small_airport,Larner Field,Deer Lodge,
MT94,small_airport,Ousel Falls Airport,Big Sky,
MT95,small_airport,Flathead Lake Sky Ranch Airport,Kalispell,
MT97,small_airport,Frampton Airport,Noxon,
MTCA,medium_airport,Les Cayes Airport,Les Cayes,CYA
MTCH,medium_airport,Cap Haitien International Airport,Cap Haitien,CAP
MTF,small_airport,Metro Field,Fairbanks,MTX
MTJA,medium_airport,Jacmel Airport,Jacmel,JAK
MTJE,medium_airport,JÃ©rÃ©mie Airport,Jeremie,JEE
MTPP,medium_airport,Toussaint Louverture International Airport,Port-au-Prince,PAP
MTPX,medium_airport,Port-de-Paix Airport,Port-de-Paix,PAX
MTRH,small_airport,Trojes Airport,Trojes,
MTU,small_airport,Montepuez Airport,Montepuez,MTU
MU-0001,small_airport,Agalega Island Airstrip,Vingt Cinq,
MU-0002,small_airport,Skydive Austral Airstrip,,
MU00,small_airport,Samuel L. Clemens Memorial Airport,Paris,
MU02,small_airport,C.E.F. Airport,Warrenton,
MU04,small_airport,Broadwater Airport,Malden,
MU07,small_airport,Angle Bar M Airport,Adrian,
MU09,small_airport,Hester Airport,Burlington Junction,
MU11,small_airport,Eagle's Landing Airport,Climax Springs,
MU12,small_airport,Childress Airstrip,Springfield,
MU16,small_airport,Spillman Field,Jamesport,
MU18,small_airport,Stark Airport,Warrenton,
MU19,small_airport,Cherokee Airpark,Bolivar,
MU20,small_airport,Robbins Airport,Odessa,
MU21,small_airport,Miller Farm Airport,Bay,
MU23,small_airport,White Cloud Flying Field,Columbia,
MU24,small_airport,Someday Ranch Airport,Cedarcreek,
MU25,small_airport,Piney Bend Airport,Houston,
MU26,small_airport,Robinson Airport,Belton,
MU27,small_airport,Woodfield Airpark Inc Airport,Lockwood,
MU32,small_airport,Sugar Branch Airport,Columbia,
MU33,small_airport,Harrison Airport,Hurdland,
MU34,small_airport,Haven Wood Airport,Round Spring,
MU35,small_airport,Tallen Airport,Arkoe,
MU38,small_airport,Bogard-Cowgill Airport,Milan,
MU40,small_airport,Lake Village Airport,Paris,
MU41,small_airport,Ingram Private Airport,Purdy,
MU42,small_airport,Strutman Field,Wentzville,
MU48,small_airport,Sunburst Ranch Airport,Gainesville,
MU55,small_airport,Bauer Pgi Airport,Appleton City,
MU57,small_airport,Flib Field,Conway,
MU62,small_airport,Hilltop Airport,Drexel,
MU63,small_airport,Blumenstetter Airport,Elkland,
MU65,small_airport,Lakeside Airport,Farmington,
MU68,small_airport,Eu-Wish Airport,Hermann,
MU69,small_airport,Peterman Airport,Collins,
MU70,small_airport,Skyview Airport,Ozark,
MU71,small_airport,Vandahl Airport,Weston,
MU77,small_airport,Aero Britton Airport,Fayette,
MU78,small_airport,Taylor Field,Waynesville,
MU84,small_airport,Michael Farm Airport,Lone Jack,
MU85,small_airport,Thomas Airport,Oak Grove,
MU86,small_airport,Taus River Ranch Airport,Houston,
MU89,small_airport,Woodland Airstrip,Troy,
MU97,small_airport,Platte Valley Airport,Platte City,
MU98,small_airport,Eagles Nest Airport,Eagle Rock,
MUAT,small_airport,Antilla Airport,Antilla,
MUBA,medium_airport,Gustavo Rizo Airport,Baracoa,BCA
MUBE,small_airport,El Caribe Airport,El Caribe,
MUBO,small_airport,BatabanÃ³ Airport,BatabanÃ³,
MUBR,small_airport,Las Brujas Airport,Cayo Santa Maria,BWW
MUBY,medium_airport,Carlos Manuel de Cespedes Airport,Bayamo,BYM
MUCA,medium_airport,Maximo Gomez Airport,Ciego de Avila,AVI
MUCB,small_airport,CaibariÃ©n Airport,CaibariÃ©n,
MUCC,medium_airport,Jardines Del Rey Airport,Cayo Coco,CCC
MUCD,small_airport,Ciego De Avila Sur Airport,Ciego de Avila,
MUCF,medium_airport,Jaime Gonzalez Airport,Cienfuegos,CFG
MUCL,medium_airport,Vilo AcuÃ±a International Airport,Cayo Largo del Sur,CYO
MUCM,medium_airport,Ignacio Agramonte International Airport,Camaguey,CMW
MUCO,small_airport,ColÃ³n Airport,ColÃ³n,QCO
MUCU,medium_airport,Antonio Maceo International Airport,Santiago,SCU
MUCV,small_airport,Las Clavellinas Airport,Las Clavellinas,
MUCY,small_airport,Cayajabo Airport,Cayajabo,
MUFL,small_airport,Florida Airport,Florida,
MUGA,small_airport,Central Agramonte Airport,Florida,
MUGM,medium_airport,Leeward Point Field,Guantanamo Bay Naval Station,NBW
MUGT,medium_airport,Mariana Grajales Airport,GuantÃ¡namo,GAO
MUHA,large_airport,JosÃ© MartÃ­ International Airport,Havana,HAV
